"ID";"ARTICLE";"SECTION_NAME";"NAME";"DESCRIPTION";"PRICE";"URL";"SALES";"PREORDER"
"2886";"bxr_demo_2622";"Наушники";"Наушники JBL T110 (черный)";"наушники с микрофоном, внутриканальные, портативные, 20-20000 Гц, кабель 1.2 м";"43.88 BYN";"/catalog/audiotekhnika/naushniki/naushniki_jbl_t110_chernyy/";"N";"N"
"3815";"bxr_demo_3559";"USB накопители";"USB 32GB SmartBuy Glossy series, черный";"USB Флеш-накопитель SmartBuy Glossy Series 3.0 32GB";"17.90 BYN";"/catalog/kompyutery-i-seti/usb-nakopiteli/usb_32gb_smartbuy_glossy_series_chernyy/";"Y";"N"
"3816";"bxr_demo_3560";"USB накопители";"USB 32GB SmartBuy V-Cut, серебристый";"USB 32GB";"17.90 BYN";"/catalog/kompyutery-i-seti/usb-nakopiteli/usb_32gb_smartbuy_v_cut_serebristyy/";"Y";"N"
"3945";"bxr_demo_3691";"USB накопители";"USB 16GB SmartBuy V-Cut, черный";"16 ГБ, USB 2.0 Type-A, с колпачком, металл/пластик";"17.90 BYN";"/catalog/kompyutery-i-seti/usb-nakopiteli/usb_16gb_smartbuy_v_cut_chernyy/";"Y";"N"
"5152";"bxr_demo_4904";"Наушники";"Наушники Panasonic RP-HJE125E-W (белый)";"наушники, внутриканальные, портативные, 10-24000 Гц, кабель 1.1 м";"35.90 BYN";"/catalog/audiotekhnika/naushniki/naushniki_panasonic_rp_hje125e_belyy/";"N";"N"
"33183";"nsv0028274";"Наушники";"Наушники Panasonic RP-HJE118GUK (черный)";"наушники, портативные, оформление закрытое, излучатель 9 мм, 12-23000 Гц, 16 Ом, кабель 1.1 м";"35.90 BYN";"/catalog/audiotekhnika/naushniki/panasonic-rp-hje118gu-k/";"N";"N"
"33230";"nsv0027995";"Автомобильные держатели";"Baseus Magnetic Air Vent Holder (серебристый)";"шарнирная конструкция, крепление в вентрешетку, для устройств с экраном 4-6&quot;";"35.90 BYN";"/catalog/avtomobilnye-tovary/avtoaksessuary/avtomobilnye-derzhateli/baseus-magnetic-air-vent-holder-serebristyj/";"N";"N"
"33231";"nsv0027996";"Автомобильные держатели";"Автомобильный держатель Baseus Magnetic Air Vent Holder (черный)";"шарнирная конструкция, крепление в вентрешетку, для устройств с экраном 4-6&quot;";"32.90 BYN";"/catalog/avtomobilnye-tovary/avtoaksessuary/avtomobilnye-derzhateli/baseus-magnetic-air-vent-holder-chernyj/";"N";"N"
"33480";"nsv0027212";"Мониторы";"Монитор LG 27MK430H-B";"27&quot;, 16:9, 1920x1080, IPS, 75 Гц, FreeSync, интерфейсы HDMI+D-Sub (VGA)";"998.84 BYN";"/catalog/kompyutery-i-seti/monitory/lg-27mk430h-b/";"N";"N"
"33507";"nsv0027255";"Мониторы";"Монитор Philips 273V7QDAB/00";"27&quot;, 16:9, 1920x1080, IPS, 60 Гц, динамики, интерфейсы HDMI+DVI+D-Sub (VGA)";"599.39 BYN";"/catalog/kompyutery-i-seti/monitory/monitor-philips-273v7qdab-00/";"N";"N"
"33718";"nsv0028608";"Телевизоры";"Телевизор Polar 40PL52TC-SM";"40&quot; 1920x1080 (Full HD), матрица VA, частота матрицы 50 Гц, Smart TV (Android), Wi-Fi";"791.98 BYN";"/catalog/televizory-i-videotekhnika/televizory/televizor-polar-40pl52tc-sm/";"N";"N"
"35599";"nsv0029087";"Цифровые товары";"Навител Навигатор +карт РБ.Вер. PHONE RETAIL 365 дней";"";"57.00 BYN";"/catalog/tsifrovye-tovary/navitel-navigator-plus-kart-rb-ver-phone-retail-365-dnej/";"N";"N"
"35600";"nsv0029096";"Цифровые товары";"Навител Навигатор +карт РБ,Польша,Прибалтика PHONE RETAIL 365 дней";"";"69.00 BYN";"/catalog/tsifrovye-tovary/navitel-navigator-plus-kart-rb-polsha-pribaltika-phone-retail-365-dnej/";"N";"N"
"35601";"nsv0029127";"Цифровые товары";"Навител Навигатор +карт Европа,Содружество PHONE RETAIL 365 дней";"";"120.00 BYN";"/catalog/tsifrovye-tovary/navitel-navigator-plus-kart-evropa-sodruzhestvo-phone-retail-365-dnej/";"N";"N"
"35604";"nsv0029128";"Цифровые товары";"Лицензия на 90 дней на базу данных «MyBook» подписка “стандартная”";"";"35.00 BYN";"/catalog/tsifrovye-tovary/litsenzija-na-90-dnej-na-bazu-dannykh-mybook-podpiska-premialnaja/";"N";"N"
"35605";"nsv0029129";"Цифровые товары";"Лицензия на 90 дней на базу данных «MyBook» подписка “премиальная”";"";"76.00 BYN";"/catalog/tsifrovye-tovary/litsenzija-na-90-dnej-na-bazu-dannykh-mybook-podpiska-premialnaja-plus-audio-/";"N";"N"
"35611";"nsv0029088";"Цифровые товары";"Kaspersky Safe Kids. 1-User 1 year Base Licence Pack ( 1 девайс на 1 год)";"";"58.00 BYN";"/catalog/tsifrovye-tovary/kaspersky-safe-kids-1-user-1-year-base-retail-pack-1-devajs-na-1-god/";"N";"N"
"35613";"nsv0029111";"Цифровые товары";"Kaspersky Standart Mobile Belarus Edition (1 девайс на 1 год)";"";"28.00 BYN";"/catalog/tsifrovye-tovary/kaspersky-internet-security-for-android-1-devajs-android-na-1-god/";"N";"N"
"35817";"nsv0029179";"Мониторы";"Монитор LG 27UL500-W";"27&quot;, 16:9, 3840x2160, IPS, 60 Гц, FreeSync, интерфейсы HDMI+DisplayPort";"1063.86 BYN";"/catalog/kompyutery-i-seti/monitory/lg-27ul500-w/";"N";"N"
"35826";"nsv0029165";"Мониторы";"Монитор Philips 243V7QDSB/01";"23.8&quot;, 16:9, 1920x1080, IPS, 60 Гц, интерфейсы HDMI+DVI+D-Sub (VGA)";"506.01 BYN";"/catalog/kompyutery-i-seti/monitory/philips-243v7qdsb-01/";"N";"N"
"35828";"nsv0029164";"Мониторы";"Монитор Philips 243V7QDAB/01";"23.8&quot;, 16:9, 1920x1080, IPS, 60 Гц, динамики, интерфейсы HDMI+DVI+D-Sub (VGA)";"495.15 BYN";"/catalog/kompyutery-i-seti/monitory/philips-243v7qdab-01/";"N";"N"
"36170";"nsv0029293";"Мониторы";"Монитор Philips 273V7QDAB/01";"27&quot;, 16:9, 1920x1080, IPS, 60 Гц, динамики, интерфейсы HDMI+DVI+D-Sub (VGA)";"596.61 BYN";"/catalog/kompyutery-i-seti/monitory/philips-273v7qdab-01/";"N";"N"
"36182";"nsv0029284";"Мониторы";"Монитор Philips 243V7QJABF/00";"23.8&quot;, 16:9, 1920x1080, IPS, 60 Гц, динамики, интерфейсы HDMI+D-Sub (VGA)+DisplayPort";"562.87 BYN";"/catalog/kompyutery-i-seti/monitory/philips-243v7qjabf-00/";"N";"N"
"36214";"nsv0029390";"Беспроводные точки доступа и усилители Wi-Fi";"Точка доступа TP-Link RE305";"802.11ac, до 1167 Mbps, 1x100Mbit LAN";"245.11 BYN";"/catalog/kompyutery-i-seti/setevoe-oborudovanie/besprovodnye-tochki-dostupa/tp-link-re305/";"N";"N"
"36457";"nsv0029644";"Принтеры и МФУ";"Принтер Canon i-SENSYS LBP6030B";"принтер, лазерный, черно-белый, формат A4 (210x297 мм), скорость ч/б печати 18 стр/мин, разрешение 2400x600 dpi";"733.26 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/printer-canon-i-sensys-lbp6030b/";"Y";"N"
"36489";"nsv0029665";"Принтеры и МФУ";"МФУ HP Laser 135a";"МФУ, лазерный, черно-белый, формат A4 (210x297 мм), скорость ч/б печати 20 стр/мин, разрешение 1200 dpi";"1147.84 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/mfu-hp-laser-135a/";"Y";"N"
"36503";"nsv0029572";"Принтеры и МФУ";"МФУ Xerox WorkCentre 3025BI";"МФУ, лазерный, черно-белый, формат A4 (210x297 мм), скорость ч/б печати 20 стр/мин, разрешение 600 dpi, Wi-Fi";"914.54 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/xerox-workcentre-3025bi/";"N";"N"
"36504";"nsv0029573";"Принтеры и МФУ";"МФУ Xerox WorkCentre 3025NI";"МФУ, лазерный, черно-белый, формат A4 (210x297 мм), скорость ч/б печати 20 стр/мин, разрешение 600 dpi, факс, LAN, Wi-Fi";"1359.48 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/xerox-workcentre-3025ni/";"N";"N"
"36563";"nsv0029594";"Принтеры и МФУ";"Принтер Xerox Phaser 3020BI";"принтер, лазерный, черно-белый, формат A4 (210x297 мм), скорость ч/б печати 21 стр/мин, разрешение 600 dpi, Wi-Fi";"599.62 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/xerox-phaser-3020bi/";"N";"N"
"36570";"nsv0029628";"Принтеры и МФУ";"Принтер Kyocera Mita ECOSYS P2040dw";"принтер, лазерный, черно-белый, формат A4 (210x297 мм), скорость ч/б печати 40 стр/мин, разрешение 1200 dpi, LAN, Wi-Fi";"1815.00 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/printer-kyocera-mita-ecosys-p2040dw/";"N";"N"
"36646";"nsv0029709";"Сканеры";"Сканер Canon CanoScan LiDE 400";"планшетный, CIS датчик, 4800x4800 dpi, 48 бит, формат A4, 7.5 стр/мин (ч/б), 7.5 стр/мин (цвет), USB 3.0, питание от USB, 250x42x367 мм, 1.7 кг";"522.00 BYN";"/catalog/kompyutery-i-seti/skanery/canon-canoscan-lide-400/";"N";"N"
"38828";"nsv0029341";"Коммутаторы";"Коммутатор D-Link DGS-1210-10MP/F1A";"настраиваемый (smart), стоечный, матрица 20 Гбит/с, green, 8xGbit, 2xSFP, PoE";"875.23 BYN";"/catalog/kompyutery-i-seti/setevoe-oborudovanie/kommutatory/kommutator-d-link-dgs-1210-10mp-f1a/";"N";"N"
"39200";"nsv0030489";"Мыши";"Игровая мышь Razer Mamba Elite";"полноразмерная игровая мышь для ПК, проводная USB, сенсор оптический 16000 dpi, 9 кнопок, колесо с нажатием и отклонением, цвет черный";"315.06 BYN";"/catalog/kompyutery-i-seti/myshi/razer-mamba-elite/";"N";"N"
"39215";"nsv0030567";"Телевизоры";"Телевизор Harper 24R470T";"24&quot; 1366x768 (HD), матрица VA";"416.30 BYN";"/catalog/televizory-i-videotekhnika/televizory/televizor-harper-24r470t/";"Y";"N"
"39277";"nsv0030613";"Беспроводные точки доступа и усилители Wi-Fi";"Точка доступа TP-Link AC750 RE200";"802.11ac, до 750 Mbps, 1x100Mbit LAN";"172.14 BYN";"/catalog/kompyutery-i-seti/setevoe-oborudovanie/besprovodnye-tochki-dostupa/tochka-dostupa-tp-link-ac750-re200/";"N";"N"
"40207";"nsv0030742";"Принтеры и МФУ";"МФУ HP LaserJet Pro M479fnw";"МФУ, лазерный, цветной, формат A4 (210x297 мм), скорость ч/б печати 27 стр/мин, скорость цветной печати 27 стр/мин, разрешение 600 dpi, факс, LAN, Wi-Fi";"2827.82 BYN";"/catalog/kompyutery-i-seti/printery-i-mfu/mfu-hp-laserjet-pro-m479fnw/";"Y";"N"
"43578";"nsv0030926";"Клавиатуры";"Клавиатура Logitech K120";"офисная для ПК, USB, цвет черный";"53.90 BYN";"/catalog/kompyutery-i-seti/klaviatury/klaviatura-logitech-k120/";"N";"N"
"43581";"nsv0030929";"Веб-камеры";"Web камера Logitech HD Webcam C270 черный [960-001063]";"матрица 1.3 Мп, кабель 1.5 м";"100.67 BYN";"/catalog/kompyutery-i-seti/web-kamery/logitech-hd-webcam-c270-chernyj-960-001063/";"Y";"N"
"44597";"nsv0031281";"Телевизоры";"Телевизор Polar 40PL11TC-SM";"40&quot; 1920x1080 (Full HD), матрица LCD, частота матрицы 50 Гц, Smart TV (Android), Wi-Fi";"777.74 BYN";"/catalog/televizory-i-videotekhnika/televizory/televizor-polar-40pl11tc-sm/";"N";"N"
"44599";"nsv0031283";"Телевизоры";"Телевизор Polar 43PL51TC-SM";"43&quot; 1920x1080 (Full HD), частота матрицы 50 Гц, Smart TV (Android), Wi-Fi";"876.60 BYN";"/catalog/televizory-i-videotekhnika/televizory/televizor-polar-43pl51tc-sm/";"N";"N"
"44600";"nsv0031284";"Телевизоры";"Телевизор Polar 43PL52TC-SM";"43&quot; 1920x1080 (Full HD), матрица VA, частота матрицы 50 Гц, Smart TV (Android), Wi-Fi";"886.60 BYN";"/catalog/televizory-i-videotekhnika/televizory/televizor-polar-43pl52tc-sm/";"N";"N"
"44657";"nsv0031196";"Кабели";"Кабель Apple Lightning/USB (1 м) MXLY2ZM/A";"";"69.00 BYN";"/catalog/aksessuary/kabeli/apple-mxly2zm-a/";"Y";"N"
"44998";"nsv0031541";"Чайники и термопоты";"Viomi Mechanical Kettle V-MK152A";"1800 Вт, объем 1.5 л, цвет белый";"85.00 BYN";"/catalog/tekhnika-dlja-prigotovlenija-napitkov/chajniki-i-termopoty/viomi-mechanical-kettle-v-mk152a/";"N";"N"
"45439";"nsv0083528";"Кабели";"Кабель Hoco X20 Lightning (1 м, белый)";"кабель USB 2.0 Type-A/Lightning, белый, длина 1 м";"5.90 BYN";"/catalog/aksessuary/kabeli/hoco-x20-lightning-1-m-belyj/";"Y";"N"
"45440";"nsv0031937";"Кабели";"Кабель Hoco X20 Micro USB (1 м, белый)";"кабель microUSB 2.0/USB 2.0 Type-A, белый, длина 1 м";"7.00 BYN";"/catalog/aksessuary/kabeli/kabel-hoco-x20-micro-usb-1-m-belyj/";"N";"N"
"45441";"nsv0031917";"Кабели";"Кабель Hoco X20 Micro USB (1 м, черный)";"кабель microUSB 2.0/USB 2.0 Type-A, черный, длина 1 м";"7.00 BYN";"/catalog/aksessuary/kabeli/kabel-hoco-x20-micro-usb-1-m-chernyj/";"N";"N"
"45446";"nsv0031951";"Наушники";"Наушники Ritmix RH-150M (серебристый)";"наушники с микрофоном, портативные, оформление закрытое, излучатель 10 мм, 20-20000 Гц, 16 Ом, кабель 1.2 м";"14.68 BYN";"/catalog/audiotekhnika/naushniki/ritmix-rh-150m-serebristyj/";"N";"N"
"45447";"nsv0031921";"Наушники";"Наушники Ritmix RH-150M (серый)";"наушники с микрофоном, портативные, оформление закрытое, излучатель 10 мм, 20-20000 Гц, 16 Ом, кабель 1.2 м";"14.68 BYN";"/catalog/audiotekhnika/naushniki/ritmix-rh-150m-seryj/";"Y";"N"
"45662";"nsv0056544";"Наушники";"Наушники Genesis Neon 360";"наушники с микрофоном, геймерские, оформление закрытое, излучатель 50 мм, 20-20000 Гц, 32 Ом, кабель 2.3 м";"100.15 BYN";"/catalog/audiotekhnika/naushniki/naushniki-genesis-neon-360/";"N";"N"
"45836";"nsv0032239";"Напольные весы";"Напольные весы Xiaomi Mi Smart Scale 2";"максимальная нагрузка: 150&amp;nbsp;кг, память, расчет ИМТ (BMI)";"69.00 BYN";"/catalog/tekhnika-dlja-ukhoda-za-volosami-i-telom/napolnye-vesy/xiaomi-mi-smart-scale-2-mezhdunarodnaja-versija/";"N";"N"
"46609";"9276d920-515a-11ea-8137-005056010333";"Чехлы";"Накладка Viva Madrid Camou Phone 11 Pro, зеленый";"";"50.00 BYN";"/catalog/aksessuary/chekhly/nakladka-viva-madrid-camou-phone-11-pro-zelenyj/";"N";"N"
"47195";"nsv0033004";"Мультимедиа акустика";"Акустика SVEN MS-304";"2.1, 40 Вт, подключение по USB, пульт, радио, BT, карты памяти";"298.14 BYN";"/catalog/audiotekhnika/multimedia-akustika/akustika-sven-ms-304/";"Y";"N"
"47294";"nsv0033087";"Мыши";"Игровая мышь Logitech G903 Lightspeed Hero";"полноразмерная игровая мышь для ПК/для компьютеров Apple, проводная USB/радио, сенсор оптический 16000 dpi, 11 кнопок, колесо с нажатием и отклонением, цвет черный";"578.86 BYN";"/catalog/kompyutery-i-seti/myshi/igrovaja-mysh-logitech-g903-lightspeed-hero/";"N";"N"
"48363";"nsv0034159";"USB накопители";"USB Flash Apacer AH333 Black 32GB (AP32GAH333B-1)";"32 Гб, USB 2.0, с колпачком, пластик";"16.90 BYN";"/catalog/kompyutery-i-seti/usb-nakopiteli/apacer-ah333-black-32gb-ap32gah333b-1/";"Y";"N"
"49272";"nsv0035187";"Водонагреватели";"Накопительный электрический водонагреватель Garanterm Origin 100 V";"накопительный, электричество, 100 л, 1.5 кВт, 210 мин, 95.8x44.5x45.5 см";"441.76 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-garanterm-origin-100-v/";"N";"N"
"49273";"nsv0035237";"Водонагреватели";"Накопительный электрический водонагреватель Electrolux EWH 30 Citadel";"накопительный, электричество, 30 л, 2 кВт, 50 мин, 55x43.6x25.75 см";"690.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-ewh-30-citadel/";"N";"N"
"49276";"nsv0035248";"Водонагреватели";"Накопительный электрический водонагреватель Timberk SWH RS7 40 V";"накопительный, электричество, 40 л, 33 мин, 97.6x28x28 см";"920.61 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/timberk-swh-rs7-40-v/";"N";"N"
"49279";"nsv0035263";"Водонагреватели";"Водонагреватель Electrolux EWH 50 Trend";"накопительный, электричество, 50 л, 1.5 кВт, 160 мин, 72.6x38.5x40.3 см";"388.74 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-electrolux-ewh-50-trend/";"N";"N"
"49335";"nsv0034998";"Геймпады и контроллеры";"Руль Defender Challenge Mini LE";"руль для PC, 10 кнопок, педали, 0 аналоговых джойстиков, обратная связь, проводной";"181.00 BYN";"/catalog/gamezone/gejmpady-i-kontrollery/defender-challenge-mini-le/";"Y";"N"
"49361";"nsv0035087";"Беговелы";"Беговел Sundays SJ-KB-19 (синий/черный)";"рама: углепластик (карбон), надувные колеса";"228.16 BYN";"/catalog/zdorove-i-sport/begovely/begovel-sundays-sj-kb-19-sinij-chernyj/";"Y";"N"
"49383";"nsv0035152";"Водонагреватели";"Накопительный электрический водонагреватель Thermex ER 80 V";"накопительный, электричество, 80 л, 1.5 кВт, 170 мин, 73x45x47 см";"385.76 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-thermex-er-80-v/";"Y";"N"
"49384";"nsv0035153";"Водонагреватели";"Накопительный электрический водонагреватель Thermex ER 50 V";"накопительный, электричество, 50 л, 1.5 кВт, 105 мин, 53x45x47 см";"335.99 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-thermex-er-50-v/";"N";"N"
"49433";"nsv0034999";"Геймпады и контроллеры";"Руль Defender Forsage GTR";"руль для PC, 12 кнопок, педали, переключение передач, 0 аналоговых джойстиков, обратная связь, проводной";"230.11 BYN";"/catalog/gamezone/gejmpady-i-kontrollery/defender-forsage-gtr/";"N";"N"
"49469";"nsv0035188";"Водонагреватели";"Накопительный электрический водонагреватель Garanterm ES 30-V";"накопительный, электричество, 30 л, 1.5 кВт, 65 мин, 50.3x36.5x37.5 см";"311.10 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/garanterm-es-30-v/";"N";"N"
"49489";"nsv0035185";"Водонагреватели";"Накопительный электрический водонагреватель Garanterm Origin 80 V";"накопительный, электричество, 80 л, 1.5 кВт, 170 мин, 79.8x44.5x45.5 см";"410.65 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-garanterm-origin-80-v/";"N";"N"
"49498";"nsv0035202";"Водонагреватели";"Накопительный электрический водонагреватель Electrolux EWH 50 Citadel";"накопительный, электричество, 50 л, 2 кВт, 70 мин, 85.5x43.6x25.75 см";"840.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-ewh-50-citadel/";"N";"N"
"49503";"nsv0035243";"Водонагреватели";"Накопительный электрический водонагреватель над мойкой Electrolux EWH 15 Q-bic O";"накопительный, электричество, 15 л, 2.5 кВт, 23.4 мин, 34x36.8x36.8 см";"420.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-ewh-15-q-bic-o/";"N";"N"
"49516";"nsv0035268";"Водонагреватели";"Водонагреватель Electrolux EWH 100 Citadel";"накопительный, электричество, 100 л, 2 кВт, 160 мин, 119x49.6x29 см";"1190.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-electrolux-ewh-100-citadel/";"Y";"N"
"49517";"nsv0035273";"Водонагреватели";"Накопительный электрический водонагреватель под мойку Electrolux EWH 10 Q-bic U";"накопительный, электричество, 10 л, 2 кВт, 19.2 мин, 31.5x32.4x32.4 см";"370.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-ewh-10-q-bic-u/";"N";"N"
"49518";"nsv0035269";"Водонагреватели";"Накопительный электрический водонагреватель над мойкой Electrolux EWH 10 Q-bic O";"накопительный, электричество, 10 л, 2 кВт, 19.2 мин, 31.5x32.4x32.4 см";"370.00 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/electrolux-ewh-10-q-bic-o/";"N";"N"
"49535";"nsv0035201";"Водонагреватели";"Водонагреватель Electrolux EWH 50 Formax";"накопительный, электричество, 50 л, 2 кВт, 108 мин, 82.5x34.4x35.9 см";"762.10 BYN";"/catalog/klimaticheskaja-tekhnika/vodonagrevateli/vodonagrevatel-electrolux-ewh-50-formax/";"N";"N"
"49563";"nsv0035299";"Аэрогрили и аэрофритюрницы";"Аэрогриль CENTEK CT-1456 (красный)";"1400 Вт, металлический (ТЭН) нагревательный элемент, крышка съемная, механическое управление, 17 л";"233.71 BYN";"/catalog/tekhnika-dlja-prigotovlenija-pischi/aerogrili/centek-ct-1456-krasnyj/";"N";"N"
"49574";"nsv0035081";"Навигаторы";"Навигатор NAVITEL N500 Magnetic";"экран 5&quot; TFT (480 x 272), процессор MStar 800 МГц, ОЗУ 128 Мб, флэш-память 8 Гб, Linux";"312.00 BYN";"/catalog/avtomobilnye-tovary/navigatory/navitel-n500-magnetic/";"Y";"N"
"49705";"nsv0035318";"Бассейны";"Каркасный бассейн Intex Ultra Frame 26340NP (732х132)";"семейный, каркасный, круглая форма, 47241 л, фильтр-насос в комплекте";"4202.50 BYN";"/catalog/otdykh-i-turizm/bassejny/karkasnyj-bassejn-intex-ultra-frame-26340np-732kh132/";"Y";"N"
"49709";"nsv0035322";"Бассейны";"Каркасный бассейн Intex Prism Frame 26710NP (366х76)";"семейный, каркасный, круглая форма, 6503 л";"455.00 BYN";"/catalog/otdykh-i-turizm/bassejny/karkasnyj-bassejn-intex-prism-frame-26710np-366kh76/";"N";"N"
"49710";"nsv0035323";"Бассейны";"Каркасный бассейн Intex Prism Frame 26702 (305x76)";"семейный, каркасный, круглая форма, 4485 л, фильтр-насос в комплекте";"468.75 BYN";"/catalog/otdykh-i-turizm/bassejny/intex-prism-frame-26702-305x76/";"N";"N"
"49713";"nsv0035326";"Бассейны";"Каркасный бассейн Intex Metal Frame 305х76 (56999/28202)";"каркасный, круглая форма, 4485 л, фильтр-насос в комплекте";"502.58 BYN";"/catalog/otdykh-i-turizm/bassejny/karkasnyj-bassejn-intex-metal-frame-305kh76-56999-28202/";"N";"N"
"49715";"nsv0035328";"Бассейны";"Надувной бассейн Intex Ocean Reef 191х178х61 (56493)";"семейный, надувной, круглая форма, 723 л";"135.00 BYN";"/catalog/otdykh-i-turizm/bassejny/intex-ocean-reef-191kh178kh61-56493/";"N";"N"
"49717";"nsv0035331";"Бассейны";"Надувной бассейн Intex Easy Set 366x76 (56420/28130)";"надувной, круглая форма, 5621 л";"206.25 BYN";"/catalog/otdykh-i-turizm/bassejny/intex-easy-set-366x76-56420-28130/";"Y";"N"
"49759";"nsv0035375";"Эхолоты";"Эхолот Deeper Start";"глубина сканирования - 50 м, угол излучения - 40 градусов, 1 луч(а) излучения";"993.75 BYN";"/catalog/otdykh-i-turizm/ekholoty/ekholot-deeper-start/";"N";"N"
"49791";"nsv0035418";"Мойки высокого давления";"Мойка высокого давления Wortex PW1217";"1500 Вт, 390 л/ч, максимальное рабочее давление: 90 Бар, максимальная температура на входе: 35 °C, длина шланга: 4 м";"303.78 BYN";"/catalog/dacha-i-sad/mojki-vysokogo-davlenija/mojka-vysokogo-davlenija-wortex-pw1217/";"Y";"N"
"49802";"nsv0035425";"Мойки высокого давления";"Мойка высокого давления ECO HPW-1521S";"2100 Вт, 450 л/ч, максимальное допустимое давление: 150 Бар, максимальная температура на входе: 40 °C, длина шланга: 6 м";"466.90 BYN";"/catalog/dacha-i-sad/mojki-vysokogo-davlenija/mojka-vysokogo-davlenija-eco-hpw-1521s/";"N";"N"
"49805";"nsv0035435";"Мойки высокого давления";"Мойка высокого давления ECO HPW-1723RS";"2300 Вт, 490 л/ч, максимальное допустимое давление: 165 Бар, максимальная температура на входе: 40 °C, длина шланга: 8 м";"579.40 BYN";"/catalog/dacha-i-sad/mojki-vysokogo-davlenija/mojka-vysokogo-davlenija-eco-hpw-1723rs/";"N";"N"
"49810";"nsv0035441";"Мойки высокого давления";"Мойка высокого давления ECO HPW-1825RSE";"2500 Вт, 520 л/ч, длина шланга: 8 м";"750.40 BYN";"/catalog/dacha-i-sad/mojki-vysokogo-davlenija/mojka-vysokogo-davlenija-eco-hpw-1825rse/";"N";"N"
"49826";"nsv0035457";"Газонокосилки";"Колёсная газонокосилка ECO LG-533";"колёсная газонокосилка, бензиновый двигатель 3000 Вт (4 л.с.), ширина скашивания: 46 см, мягкий травосборник 60 л, корпус: сталь";"759.20 BYN";"/catalog/dacha-i-sad/gazonokosilki/kolyosnaja-gazonokosilka-eco-lg-533/";"N";"N"
"49827";"nsv0035458";"Газонокосилки";"Колёсная газонокосилка ECO LG-633";"колёсная газонокосилка, бензиновый двигатель 3700 Вт (5 л.с.), ширина скашивания: 46 см, мягкий травосборник 60 л, корпус: сталь";"947.70 BYN";"/catalog/dacha-i-sad/gazonokosilki/eco-lg-633/";"N";"N"
"49850";"nsv0035487";"Газонокосилки";"Колёсная газонокосилка Wortex LM 4018 P";"колёсная газонокосилка, электрический двигатель 1600 Вт, ширина скашивания: 40 см, жесткий травосборник 40 л, корпус: пластик";"579.40 BYN";"/catalog/dacha-i-sad/gazonokosilki/kolyosnaja-gazonokosilka-wortex-lm-4018-p/";"N";"N"
"49861";"nsv0035503";"Триммеры";"Триммер Makita UR3502";"электрический, 1000 Вт, оснастка: леска, ширина скашивания 0-35 см, вес 4.9 кг";"604.80 BYN";"/catalog/dacha-i-sad/trimmery/trimmer-makita-ur3502/";"Y";"N"
"49862";"nsv0035504";"Триммеры";"Триммер Makita UR3501";"электрический, 1000 Вт, оснастка: леска, ширина скашивания 0-35 см, вес 4.3 кг";"413.66 BYN";"/catalog/dacha-i-sad/trimmery/makita-ur3501/";"N";"N"
"49865";"nsv0035507";"Триммеры";"Триммер Einhell GC-ET 4530 Set";"электрический, 450 Вт, оснастка: леска, ширина скашивания 30 см, вес 2.6 кг";"204.12 BYN";"/catalog/dacha-i-sad/trimmery/trimmer-einhell-gc-et-4530-set/";"N";"N"
"49896";"nsv0035541";"Увлажнители воздуха";"Увлажнитель воздуха Vitek VT-2340";"ультразвуковой, помещение до 30 м&amp;sup2;, производительность 300 мл/ч, резервуар 4.5 л, гигростат, ионизация, цвет черный";"297.60 BYN";"/catalog/klimaticheskaja-tekhnika/uvlazhniteli-vozdukha/vitek-vt-2340/";"N";"N"
"49907";"nsv0035553";"Очистители и мойки воздуха";"Мойка воздуха Boneco Air-O-Swiss W400";"мойка воздуха, расход воды до 400 мл/ч, для помещения до 60 м&amp;#178;, шум 55 дБ, цвет белый";"1406.16 BYN";"/catalog/klimaticheskaja-tekhnika/ochistiteli-i-mojki-vozdukha/mojka-vozdukha-boneco-air-o-swiss-w400/";"N";"N"
